"activity" "subject_id" "features" "average_value"
"WALKING" 27 "fBodyAccMag_mean" -0.327229405789474
"WALKING_DOWNSTAIRS" 27 "fBodyAccMag_mean" 0.149816459227273
"WALKING_UPSTAIRS" 27 "fBodyAccMag_mean" -0.393928937058824
"LAYING" 28 "fBodyAccMag_mean" -0.961035587625
"SITTING" 28 "fBodyAccMag_mean" -0.953928124027778
"STANDING" 28 "fBodyAccMag_mean" -0.929146479367089
"WALKING" 28 "fBodyAccMag_mean" -0.352156841666667
"WALKING_DOWNSTAIRS" 28 "fBodyAccMag_mean" 0.188840007695652
"WALKING_UPSTAIRS" 28 "fBodyAccMag_mean" -0.213519364760784
"LAYING" 29 "fBodyAccMag_mean" -0.986800645362319
"SITTING" 29 "fBodyAccMag_mean" -0.973346531833333
"STANDING" 29 "fBodyAccMag_mean" -0.984548094769231
"WALKING" 29 "fBodyAccMag_mean" -0.235683305566038
"WALKING_DOWNSTAIRS" 29 "fBodyAccMag_mean" 0.115973968158333
"WALKING_UPSTAIRS" 29 "fBodyAccMag_mean" -0.108306402963265
"LAYING" 30 "fBodyAccMag_mean" -0.962840820428571
"SITTING" 30 "fBodyAccMag_mean" -0.959923388064516
"STANDING" 30 "fBodyAccMag_mean" -0.932047450677966
"WALKING" 30 "fBodyAccMag_mean" -0.342363772923077
"WALKING_DOWNSTAIRS" 30 "fBodyAccMag_mean" 0.00410151034354839
"WALKING_UPSTAIRS" 30 "fBodyAccMag_mean" -0.400588353846154
"LAYING" 1 "fBodyBodyAccJerkMag_mean" -0.9333003608
"SITTING" 1 "fBodyBodyAccJerkMag_mean" -0.985262126808511
"STANDING" 1 "fBodyBodyAccJerkMag_mean" -0.99254247754717
"WALKING" 1 "fBodyBodyAccJerkMag_mean" -0.0571194000343158
"WALKING_DOWNSTAIRS" 1 "fBodyBodyAccJerkMag_mean" 0.0262184949326531
"WALKING_UPSTAIRS" 1 "fBodyBodyAccJerkMag_mean" -0.44265216245283
"LAYING" 2 "fBodyBodyAccJerkMag_mean" -0.985374114791667
"SITTING" 2 "fBodyBodyAccJerkMag_mean" -0.983874698913043
"STANDING" 2 "fBodyBodyAccJerkMag_mean" -0.977065295555556
"WALKING" 2 "fBodyBodyAccJerkMag_mean" -0.169064352813559
"WALKING_DOWNSTAIRS" 2 "fBodyBodyAccJerkMag_mean" 0.222247409576596
"WALKING_UPSTAIRS" 2 "fBodyBodyAccJerkMag_mean" -0.189511136902083
"LAYING" 3 "fBodyBodyAccJerkMag_mean" -0.975949597903226
"SITTING" 3 "fBodyBodyAccJerkMag_mean" -0.965888891730769
"STANDING" 3 "fBodyBodyAccJerkMag_mean" -0.948627467704918
"WALKING" 3 "fBodyBodyAccJerkMag_mean" -0.186764516965517
"WALKING_DOWNSTAIRS" 3 "fBodyBodyAccJerkMag_mean" -0.049477977322449
"WALKING_UPSTAIRS" 3 "fBodyBodyAccJerkMag_mean" -0.412920898474576
"LAYING" 4 "fBodyBodyAccJerkMag_mean" -0.96228712537037
"SITTING" 4 "fBodyBodyAccJerkMag_mean" -0.9625007338
"STANDING" 4 "fBodyBodyAccJerkMag_mean" -0.956139283571429
"WALKING" 4 "fBodyBodyAccJerkMag_mean" -0.318587811
"WALKING_DOWNSTAIRS" 4 "fBodyBodyAccJerkMag_mean" -0.175295286557778
"WALKING_UPSTAIRS" 4 "fBodyBodyAccJerkMag_mean" -0.397406285
"LAYING" 5 "fBodyBodyAccJerkMag_mean" -0.977356379807692
"SITTING" 5 "fBodyBodyAccJerkMag_mean" -0.964440302272727
"STANDING" 5 "fBodyBodyAccJerkMag_mean" -0.941825903035714
"WALKING" 5 "fBodyBodyAccJerkMag_mean" -0.269481661080357
"WALKING_DOWNSTAIRS" 5 "fBodyBodyAccJerkMag_mean" 0.00918394264170213
"WALKING_UPSTAIRS" 5 "fBodyBodyAccJerkMag_mean" -0.264674938957447
"LAYING" 6 "fBodyBodyAccJerkMag_mean" -0.948655471052632
"SITTING" 6 "fBodyBodyAccJerkMag_mean" -0.948348653636364
"STANDING" 6 "fBodyBodyAccJerkMag_mean" -0.955914005438597
"WALKING" 6 "fBodyBodyAccJerkMag_mean" -0.055401423331579
"WALKING_DOWNSTAIRS" 6 "fBodyBodyAccJerkMag_mean" 0.243834258785417
"WALKING_UPSTAIRS" 6 "fBodyBodyAccJerkMag_mean" -0.169868234496078
"LAYING" 7 "fBodyBodyAccJerkMag_mean" -0.968066259230769
"SITTING" 7 "fBodyBodyAccJerkMag_mean" -0.970954184166667
"STANDING" 7 "fBodyBodyAccJerkMag_mean" -0.967417888301887
"WALKING" 7 "fBodyBodyAccJerkMag_mean" -0.0384187298547368
"WALKING_DOWNSTAIRS" 7 "fBodyBodyAccJerkMag_mean" 0.067389886106383
"WALKING_UPSTAIRS" 7 "fBodyBodyAccJerkMag_mean" -0.45478324745098
"LAYING" 8 "fBodyBodyAccJerkMag_mean" -0.961792852407407
"SITTING" 8 "fBodyBodyAccJerkMag_mean" -0.980932292391304
"STANDING" 8 "fBodyBodyAccJerkMag_mean" -0.979745872037037
"WALKING" 8 "fBodyBodyAccJerkMag_mean" -0.123834409766667
"WALKING_DOWNSTAIRS" 8 "fBodyBodyAccJerkMag_mean" 0.331528459921053
"WALKING_UPSTAIRS" 8 "fBodyBodyAccJerkMag_mean" -0.131850567460976
"LAYING" 9 "fBodyBodyAccJerkMag_mean" -0.9543205856
"SITTING" 9 "fBodyBodyAccJerkMag_mean" -0.9530504408
"STANDING" 9 "fBodyBodyAccJerkMag_mean" -0.963242884
"WALKING" 9 "fBodyBodyAccJerkMag_mean" -0.316870715576923
"WALKING_DOWNSTAIRS" 9 "fBodyBodyAccJerkMag_mean" 0.00716877883571429
"WALKING_UPSTAIRS" 9 "fBodyBodyAccJerkMag_mean" -0.419533108571429
"LAYING" 10 "fBodyBodyAccJerkMag_mean" -0.968561121551724
"SITTING" 10 "fBodyBodyAccJerkMag_mean" -0.985900801111111
"STANDING" 10 "fBodyBodyAccJerkMag_mean" -0.951633690454545
"WALKING" 10 "fBodyBodyAccJerkMag_mean" 0.0205189516981132
"WALKING_DOWNSTAIRS" 10 "fBodyBodyAccJerkMag_mean" 0.156978047052632
"WALKING_UPSTAIRS" 10 "fBodyBodyAccJerkMag_mean" -0.153553147382979
"LAYING" 11 "fBodyBodyAccJerkMag_mean" -0.976940774561403
"SITTING" 11 "fBodyBodyAccJerkMag_mean" -0.975315331509434
"STANDING" 11 "fBodyBodyAccJerkMag_mean" -0.988636595319149
"WALKING" 11 "fBodyBodyAccJerkMag_mean" -0.395116134237288
"WALKING_DOWNSTAIRS" 11 "fBodyBodyAccJerkMag_mean" -0.097454996626087
"WALKING_UPSTAIRS" 11 "fBodyBodyAccJerkMag_mean" -0.475928501666667
"LAYING" 12 "fBodyBodyAccJerkMag_mean" -0.962448418666667
"SITTING" 12 "fBodyBodyAccJerkMag_mean" -0.971715268627451
"STANDING" 12 "fBodyBodyAccJerkMag_mean" -0.960859009508197
"WALKING" 12 "fBodyBodyAccJerkMag_mean" -0.029912425338
"WALKING_DOWNSTAIRS" 12 "fBodyBodyAccJerkMag_mean" 0.0769968373
"WALKING_UPSTAIRS" 12 "fBodyBodyAccJerkMag_mean" -0.3208844625
"LAYING" 13 "fBodyBodyAccJerkMag_mean" -0.980754385967742
"SITTING" 13 "fBodyBodyAccJerkMag_mean" -0.988348535306122
"STANDING" 13 "fBodyBodyAccJerkMag_mean" -0.981977536491228
"WALKING" 13 "fBodyBodyAccJerkMag_mean" -0.15211150075614
"WALKING_DOWNSTAIRS" 13 "fBodyBodyAccJerkMag_mean" -0.0282156656914894
"WALKING_UPSTAIRS" 13 "fBodyBodyAccJerkMag_mean" -0.425100006545455
"LAYING" 14 "fBodyBodyAccJerkMag_mean" -0.96798859627451
"SITTING" 14 "fBodyBodyAccJerkMag_mean" -0.972985342962963
"STANDING" 14 "fBodyBodyAccJerkMag_mean" -0.970214125833333
"WALKING" 14 "fBodyBodyAccJerkMag_mean" -0.431591453389831
"WALKING_DOWNSTAIRS" 14 "fBodyBodyAccJerkMag_mean" 0.186223478065556
"WALKING_UPSTAIRS" 14 "fBodyBodyAccJerkMag_mean" -0.288744334092593
"LAYING" 15 "fBodyBodyAccJerkMag_mean" -0.973681222777778
"SITTING" 15 "fBodyBodyAccJerkMag_mean" -0.984689437118644
"STANDING" 15 "fBodyBodyAccJerkMag_mean" -0.979078785660377
"WALKING" 15 "fBodyBodyAccJerkMag_mean" -0.289753952407407
"WALKING_DOWNSTAIRS" 15 "fBodyBodyAccJerkMag_mean" 0.158413334683333
"WALKING_UPSTAIRS" 15 "fBodyBodyAccJerkMag_mean" -0.261956679958333
"LAYING" 16 "fBodyBodyAccJerkMag_mean" -0.987514525142857
"SITTING" 16 "fBodyBodyAccJerkMag_mean" -0.983968635942029
"STANDING" 16 "fBodyBodyAccJerkMag_mean" -0.986502687948718
"WALKING" 16 "fBodyBodyAccJerkMag_mean" -0.378278490588235
"WALKING_DOWNSTAIRS" 16 "fBodyBodyAccJerkMag_mean" -0.0745659082223404
"WALKING_UPSTAIRS" 16 "fBodyBodyAccJerkMag_mean" -0.475597717843137
"LAYING" 17 "fBodyBodyAccJerkMag_mean" -0.979687318732394
"SITTING" 17 "fBodyBodyAccJerkMag_mean" -0.99142725046875
"STANDING" 17 "fBodyBodyAccJerkMag_mean" -0.990162798846154
"WALKING" 17 "fBodyBodyAccJerkMag_mean" -0.335938891803279
"WALKING_DOWNSTAIRS" 17 "fBodyBodyAccJerkMag_mean" -0.188680399771739
"WALKING_UPSTAIRS" 17 "fBodyBodyAccJerkMag_mean" -0.360299853125
"LAYING" 18 "fBodyBodyAccJerkMag_mean" -0.988548418307692
"SITTING" 18 "fBodyBodyAccJerkMag_mean" -0.990407075964912
"STANDING" 18 "fBodyBodyAccJerkMag_mean" -0.984987073150685
"WALKING" 18 "fBodyBodyAccJerkMag_mean" -0.41403775125
"WALKING_DOWNSTAIRS" 18 "fBodyBodyAccJerkMag_mean" -0.3833987134
"WALKING_UPSTAIRS" 18 "fBodyBodyAccJerkMag_mean" -0.574481396551724
"LAYING" 19 "fBodyBodyAccJerkMag_mean" -0.980621564096386
"SITTING" 19 "fBodyBodyAccJerkMag_mean" -0.983751646712329
"STANDING" 19 "fBodyBodyAccJerkMag_mean" -0.979135412739726
"WALKING" 19 "fBodyBodyAccJerkMag_mean" 0.0730179928688462
"WALKING_DOWNSTAIRS" 19 "fBodyBodyAccJerkMag_mean" 0.538404846128205
"WALKING_UPSTAIRS" 19 "fBodyBodyAccJerkMag_mean" -0.187391317015
"LAYING" 20 "fBodyBodyAccJerkMag_mean" -0.979695458088235
"SITTING" 20 "fBodyBodyAccJerkMag_mean" -0.971730462575758
"STANDING" 20 "fBodyBodyAccJerkMag_mean" -0.940007897123288
"WALKING" 20 "fBodyBodyAccJerkMag_mean" 0.0545269493972549
"WALKING_DOWNSTAIRS" 20 "fBodyBodyAccJerkMag_mean" 0.0137917152644444
"WALKING_UPSTAIRS" 20 "fBodyBodyAccJerkMag_mean" -0.215014031556863
"LAYING" 21 "fBodyBodyAccJerkMag_mean" -0.978444123888889
"SITTING" 21 "fBodyBodyAccJerkMag_mean" -0.985342358705882
"STANDING" 21 "fBodyBodyAccJerkMag_mean" -0.970634296404494
"WALKING" 21 "fBodyBodyAccJerkMag_mean" -0.144009889665385
"WALKING_DOWNSTAIRS" 21 "fBodyBodyAccJerkMag_mean" 0.112442619741778
"WALKING_UPSTAIRS" 21 "fBodyBodyAccJerkMag_mean" -0.355443706553191
"LAYING" 22 "fBodyBodyAccJerkMag_mean" -0.962654791527778
"SITTING" 22 "fBodyBodyAccJerkMag_mean" -0.968908297096774
"STANDING" 22 "fBodyBodyAccJerkMag_mean" -0.959743877936508
"WALKING" 22 "fBodyBodyAccJerkMag_mean" 0.0659727285
"WALKING_DOWNSTAIRS" 22 "fBodyBodyAccJerkMag_mean" 0.0224783539805556
"WALKING_UPSTAIRS" 22 "fBodyBodyAccJerkMag_mean" -0.0458020362119048
"LAYING" 23 "fBodyBodyAccJerkMag_mean" -0.985905703888889
"SITTING" 23 "fBodyBodyAccJerkMag_mean" -0.974121466764706
"STANDING" 23 "fBodyBodyAccJerkMag_mean" -0.973798155735294
"WALKING" 23 "fBodyBodyAccJerkMag_mean" -0.0180705701559322
"WALKING_DOWNSTAIRS" 23 "fBodyBodyAccJerkMag_mean" 0.335009724333333
"WALKING_UPSTAIRS" 23 "fBodyBodyAccJerkMag_mean" -0.302968064764706
"LAYING" 24 "fBodyBodyAccJerkMag_mean" -0.983108084305556
"SITTING" 24 "fBodyBodyAccJerkMag_mean" -0.984469962941177
"STANDING" 24 "fBodyBodyAccJerkMag_mean" -0.972251355217391
"WALKING" 24 "fBodyBodyAccJerkMag_mean" -0.418641046896552
"WALKING_DOWNSTAIRS" 24 "fBodyBodyAccJerkMag_mean" -0.200830137109091
"WALKING_UPSTAIRS" 24 "fBodyBodyAccJerkMag_mean" -0.429800778813559
"LAYING" 25 "fBodyBodyAccJerkMag_mean" -0.96008314739726
"SITTING" 25 "fBodyBodyAccJerkMag_mean" -0.987941825538462
"STANDING" 25 "fBodyBodyAccJerkMag_mean" -0.982294170810811
"WALKING" 25 "fBodyBodyAccJerkMag_mean" -0.564591342162162
"WALKING_DOWNSTAIRS" 25 "fBodyBodyAccJerkMag_mean" -0.471642111551724
"WALKING_UPSTAIRS" 25 "fBodyBodyAccJerkMag_mean" -0.654795110615385
"LAYING" 26 "fBodyBodyAccJerkMag_mean" -0.989138184473684
"SITTING" 26 "fBodyBodyAccJerkMag_mean" -0.989481942820513
"STANDING" 26 "fBodyBodyAccJerkMag_mean" -0.98287688945946
"WALKING" 26 "fBodyBodyAccJerkMag_mean" -0.293358341186441
"WALKING_DOWNSTAIRS" 26 "fBodyBodyAccJerkMag_mean" -0.15317202912
"WALKING_UPSTAIRS" 26 "fBodyBodyAccJerkMag_mean" -0.294970470909091
"LAYING" 27 "fBodyBodyAccJerkMag_mean" -0.988098902567568
"SITTING" 27 "fBodyBodyAccJerkMag_mean" -0.988773269428571
"STANDING" 27 "fBodyBodyAccJerkMag_mean" -0.984151646
"WALKING" 27 "fBodyBodyAccJerkMag_mean" -0.259934013157895
"WALKING_DOWNSTAIRS" 27 "fBodyBodyAccJerkMag_mean" 0.010857564025
"WALKING_UPSTAIRS" 27 "fBodyBodyAccJerkMag_mean" -0.460770277843137
"LAYING" 28 "fBodyBodyAccJerkMag_mean" -0.9734362485
"SITTING" 28 "fBodyBodyAccJerkMag_mean" -0.969178686666667
"STANDING" 28 "fBodyBodyAccJerkMag_mean" -0.952727765189873
"WALKING" 28 "fBodyBodyAccJerkMag_mean" -0.360811456296296
"WALKING_DOWNSTAIRS" 28 "fBodyBodyAccJerkMag_mean" -0.0128823827326087
"WALKING_UPSTAIRS" 28 "fBodyBodyAccJerkMag_mean" -0.294433415745098
"LAYING" 29 "fBodyBodyAccJerkMag_mean" -0.993998275797101
"SITTING" 29 "fBodyBodyAccJerkMag_mean" -0.990093703833333
"STANDING" 29 "fBodyBodyAccJerkMag_mean" -0.989793892615385
"WALKING" 29 "fBodyBodyAccJerkMag_mean" -0.108978206490566
"WALKING_DOWNSTAIRS" 29 "fBodyBodyAccJerkMag_mean" 0.000448896304791667
"WALKING_UPSTAIRS" 29 "fBodyBodyAccJerkMag_mean" -0.239108046693878
"LAYING" 30 "fBodyBodyAccJerkMag_mean" -0.969949269571429
"SITTING" 30 "fBodyBodyAccJerkMag_mean" -0.985826330967742
"STANDING" 30 "fBodyBodyAccJerkMag_mean" -0.953357615932203
"WALKING" 30 "fBodyBodyAccJerkMag_mean" -0.347180134692308
"WALKING_DOWNSTAIRS" 30 "fBodyBodyAccJerkMag_mean" -0.125961400367742
"WALKING_UPSTAIRS" 30 "fBodyBodyAccJerkMag_mean" -0.549784890615385
"LAYING" 1 "fBodyBodyGyroMag_mean" -0.8621901854
"SITTING" 1 "fBodyBodyGyroMag_mean" -0.958435589361702
"STANDING" 1 "fBodyBodyGyroMag_mean" -0.984617623396226
"WALKING" 1 "fBodyBodyGyroMag_mean" -0.199252568986316
"WALKING_DOWNSTAIRS" 1 "fBodyBodyGyroMag_mean" -0.185720285744898
"WALKING_UPSTAIRS" 1 "fBodyBodyGyroMag_mean" -0.325961457396226
"LAYING" 2 "fBodyBodyGyroMag_mean" -0.972112972708333
"SITTING" 2 "fBodyBodyGyroMag_mean" -0.971840596086956
"STANDING" 2 "fBodyBodyGyroMag_mean" -0.961775904814815
"WALKING" 2 "fBodyBodyGyroMag_mean" -0.530704814745763
"WALKING_DOWNSTAIRS" 2 "fBodyBodyGyroMag_mean" -0.320838543553191
"WALKING_UPSTAIRS" 2 "fBodyBodyGyroMag_mean" -0.450612184791667
"LAYING" 3 "fBodyBodyGyroMag_mean" -0.96458672483871
"SITTING" 3 "fBodyBodyGyroMag_mean" -0.946664943653846
"STANDING" 3 "fBodyBodyGyroMag_mean" -0.913682362622951
"WALKING" 3 "fBodyBodyGyroMag_mean" -0.569755772241379
"WALKING_DOWNSTAIRS" 3 "fBodyBodyGyroMag_mean" -0.332376629371429
"WALKING_UPSTAIRS" 3 "fBodyBodyGyroMag_mean" -0.514211583728814
"LAYING" 4 "fBodyBodyGyroMag_mean" -0.961556660185185
"SITTING" 4 "fBodyBodyGyroMag_mean" -0.9487697524
"STANDING" 4 "fBodyBodyGyroMag_mean" -0.914209165714286
"WALKING" 4 "fBodyBodyGyroMag_mean" -0.609285588016667
"WALKING_DOWNSTAIRS" 4 "fBodyBodyGyroMag_mean" -0.429213369555556
"WALKING_UPSTAIRS" 4 "fBodyBodyGyroMag_mean" -0.575794072115385
"LAYING" 5 "fBodyBodyGyroMag_mean" -0.968257068846154
"SITTING" 5 "fBodyBodyGyroMag_mean" -0.944760322045455
"STANDING" 5 "fBodyBodyGyroMag_mean" -0.904543921607143
"WALKING" 5 "fBodyBodyGyroMag_mean" -0.484262828928571
"WALKING_DOWNSTAIRS" 5 "fBodyBodyGyroMag_mean" -0.349338414731915
"WALKING_UPSTAIRS" 5 "fBodyBodyGyroMag_mean" -0.392564530851064
"LAYING" 6 "fBodyBodyGyroMag_mean" -0.930153639473684
"SITTING" 6 "fBodyBodyGyroMag_mean" -0.929725679272727
"STANDING" 6 "fBodyBodyGyroMag_mean" -0.926664297017544
"WALKING" 6 "fBodyBodyGyroMag_mean" -0.329681123368421
"WALKING_DOWNSTAIRS" 6 "fBodyBodyGyroMag_mean" -0.0143735434
"WALKING_UPSTAIRS" 6 "fBodyBodyGyroMag_mean" -0.230627015078431
"LAYING" 7 "fBodyBodyGyroMag_mean" -0.941130719230769
"SITTING" 7 "fBodyBodyGyroMag_mean" -0.933081955208333
"STANDING" 7 "fBodyBodyGyroMag_mean" -0.93870498490566
"WALKING" 7 "fBodyBodyGyroMag_mean" -0.192909765467895
"WALKING_DOWNSTAIRS" 7 "fBodyBodyGyroMag_mean" -0.255045057404255
"WALKING_UPSTAIRS" 7 "fBodyBodyGyroMag_mean" -0.533982945882353
"LAYING" 8 "fBodyBodyGyroMag_mean" -0.944528950555556
"SITTING" 8 "fBodyBodyGyroMag_mean" -0.965806789347826
"STANDING" 8 "fBodyBodyGyroMag_mean" -0.964564224074074
"WALKING" 8 "fBodyBodyGyroMag_mean" -0.301241848645833
"WALKING_DOWNSTAIRS" 8 "fBodyBodyGyroMag_mean" -0.00036272967368421
"WALKING_UPSTAIRS" 8 "fBodyBodyGyroMag_mean" -0.229610952609756
"LAYING" 9 "fBodyBodyGyroMag_mean" -0.9186053356
"SITTING" 9 "fBodyBodyGyroMag_mean" -0.9344377378
"STANDING" 9 "fBodyBodyGyroMag_mean" -0.929769067777778
"WALKING" 9 "fBodyBodyGyroMag_mean" -0.513797480384615
"WALKING_DOWNSTAIRS" 9 "fBodyBodyGyroMag_mean" -0.347540226666667
"WALKING_UPSTAIRS" 9 "fBodyBodyGyroMag_mean" -0.531482693877551
"LAYING" 10 "fBodyBodyGyroMag_mean" -0.937692642586207
"SITTING" 10 "fBodyBodyGyroMag_mean" -0.974459732592593
"STANDING" 10 "fBodyBodyGyroMag_mean" -0.937786743409091
"WALKING" 10 "fBodyBodyGyroMag_mean" -0.412616909622642
"WALKING_DOWNSTAIRS" 10 "fBodyBodyGyroMag_mean" -0.312347510289474
"WALKING_UPSTAIRS" 10 "fBodyBodyGyroMag_mean" -0.265371689148936
"LAYING" 11 "fBodyBodyGyroMag_mean" -0.967093356491228
"SITTING" 11 "fBodyBodyGyroMag_mean" -0.969799951132076
"STANDING" 11 "fBodyBodyGyroMag_mean" -0.982576519787234
"WALKING" 11 "fBodyBodyGyroMag_mean" -0.610222628813559
"WALKING_DOWNSTAIRS" 11 "fBodyBodyGyroMag_mean" -0.456170108913043
"WALKING_UPSTAIRS" 11 "fBodyBodyGyroMag_mean" -0.55009966
"LAYING" 12 "fBodyBodyGyroMag_mean" -0.9454970225
"SITTING" 12 "fBodyBodyGyroMag_mean" -0.958511866666667
"STANDING" 12 "fBodyBodyGyroMag_mean" -0.902356765573771
"WALKING" 12 "fBodyBodyGyroMag_mean" -0.442503784
"WALKING_DOWNSTAIRS" 12 "fBodyBodyGyroMag_mean" -0.344938419969565
"WALKING_UPSTAIRS" 12 "fBodyBodyGyroMag_mean" -0.594032515192308
"LAYING" 13 "fBodyBodyGyroMag_mean" -0.957681621290323
"SITTING" 13 "fBodyBodyGyroMag_mean" -0.973258277755102
"STANDING" 13 "fBodyBodyGyroMag_mean" -0.957488799473684
"WALKING" 13 "fBodyBodyGyroMag_mean" -0.267472373877193
"WALKING_DOWNSTAIRS" 13 "fBodyBodyGyroMag_mean" -0.206121707212766
"WALKING_UPSTAIRS" 13 "fBodyBodyGyroMag_mean" -0.485477308909091
"LAYING" 14 "fBodyBodyGyroMag_mean" -0.930151731176471
"SITTING" 14 "fBodyBodyGyroMag_mean" -0.963320540555556
"STANDING" 14 "fBodyBodyGyroMag_mean" -0.944405563833333
"WALKING" 14 "fBodyBodyGyroMag_mean" -0.311386449661017
"WALKING_DOWNSTAIRS" 14 "fBodyBodyGyroMag_mean" -0.0787568406777778
"WALKING_UPSTAIRS" 14 "fBodyBodyGyroMag_mean" 0.0488588668185185
"LAYING" 15 "fBodyBodyGyroMag_mean" -0.946812642361111
"SITTING" 15 "fBodyBodyGyroMag_mean" -0.973762179830509
"STANDING" 15 "fBodyBodyGyroMag_mean" -0.956733900188679
"WALKING" 15 "fBodyBodyGyroMag_mean" -0.489166383703704
"WALKING_DOWNSTAIRS" 15 "fBodyBodyGyroMag_mean" -0.373898631190476
"WALKING_UPSTAIRS" 15 "fBodyBodyGyroMag_mean" -0.45369356625
"LAYING" 16 "fBodyBodyGyroMag_mean" -0.970249638857143
"SITTING" 16 "fBodyBodyGyroMag_mean" -0.954060994347826
"STANDING" 16 "fBodyBodyGyroMag_mean" -0.975448632179487
"WALKING" 16 "fBodyBodyGyroMag_mean" -0.669228540784314
"WALKING_DOWNSTAIRS" 16 "fBodyBodyGyroMag_mean" -0.488253939574468
"WALKING_UPSTAIRS" 16 "fBodyBodyGyroMag_mean" -0.630546675490196
"LAYING" 17 "fBodyBodyGyroMag_mean" -0.969014444788732
"SITTING" 17 "fBodyBodyGyroMag_mean" -0.98336929234375
"STANDING" 17 "fBodyBodyGyroMag_mean" -0.984291131538461
"WALKING" 17 "fBodyBodyGyroMag_mean" -0.518618058688525
"WALKING_DOWNSTAIRS" 17 "fBodyBodyGyroMag_mean" -0.40943875826087
"WALKING_UPSTAIRS" 17 "fBodyBodyGyroMag_mean" -0.504066956875
"LAYING" 18 "fBodyBodyGyroMag_mean" -0.984329092153846
"SITTING" 18 "fBodyBodyGyroMag_mean" -0.986535242105263
"STANDING" 18 "fBodyBodyGyroMag_mean" -0.972352593013699
"WALKING" 18 "fBodyBodyGyroMag_mean" -0.620331394285714
"WALKING_DOWNSTAIRS" 18 "fBodyBodyGyroMag_mean" -0.604735414363636
"WALKING_UPSTAIRS" 18 "fBodyBodyGyroMag_mean" -0.654029089310345
"LAYING" 19 "fBodyBodyGyroMag_mean" -0.965624724457831
"SITTING" 19 "fBodyBodyGyroMag_mean" -0.964238768493151
"STANDING" 19 "fBodyBodyGyroMag_mean" -0.958578129589041
"WALKING" 19 "fBodyBodyGyroMag_mean" -0.0952460452365385
"WALKING_DOWNSTAIRS" 19 "fBodyBodyGyroMag_mean" 0.203979764835897
"WALKING_UPSTAIRS" 19 "fBodyBodyGyroMag_mean" -0.28884026785
"LAYING" 20 "fBodyBodyGyroMag_mean" -0.969832241176471
"SITTING" 20 "fBodyBodyGyroMag_mean" -0.953399068181818
"STANDING" 20 "fBodyBodyGyroMag_mean" -0.879437674794521
"WALKING" 20 "fBodyBodyGyroMag_mean" -0.0520065599062745
"WALKING_DOWNSTAIRS" 20 "fBodyBodyGyroMag_mean" -0.100566103524444
"WALKING_UPSTAIRS" 20 "fBodyBodyGyroMag_mean" -0.286627716823529
"LAYING" 21 "fBodyBodyGyroMag_mean" -0.962349012888889
"SITTING" 21 "fBodyBodyGyroMag_mean" -0.977839702352941
"STANDING" 21 "fBodyBodyGyroMag_mean" -0.956723022359551
"WALKING" 21 "fBodyBodyGyroMag_mean" -0.409516081153846
"WALKING_DOWNSTAIRS" 21 "fBodyBodyGyroMag_mean" -0.406392284444444
"WALKING_UPSTAIRS" 21 "fBodyBodyGyroMag_mean" -0.475369886808511
"LAYING" 22 "fBodyBodyGyroMag_mean" -0.946055840972222
"SITTING" 22 "fBodyBodyGyroMag_mean" -0.951952767258065
"STANDING" 22 "fBodyBodyGyroMag_mean" -0.932065270793651
"WALKING" 22 "fBodyBodyGyroMag_mean" -0.438378722826087
"WALKING_DOWNSTAIRS" 22 "fBodyBodyGyroMag_mean" -0.338417326388889
"WALKING_UPSTAIRS" 22 "fBodyBodyGyroMag_mean" -0.369902
"LAYING" 23 "fBodyBodyGyroMag_mean" -0.966239347916667
"SITTING" 23 "fBodyBodyGyroMag_mean" -0.952293277205882
"STANDING" 23 "fBodyBodyGyroMag_mean" -0.944583829705882
"WALKING" 23 "fBodyBodyGyroMag_mean" 0.185078207383051
"WALKING_DOWNSTAIRS" 23 "fBodyBodyGyroMag_mean" 0.150825734842593
"WALKING_UPSTAIRS" 23 "fBodyBodyGyroMag_mean" -0.380388292223529
"LAYING" 24 "fBodyBodyGyroMag_mean" -0.964001383472222
"SITTING" 24 "fBodyBodyGyroMag_mean" -0.977973720735294
"STANDING" 24 "fBodyBodyGyroMag_mean" -0.963922314202899
"WALKING" 24 "fBodyBodyGyroMag_mean" -0.534509163793103
"WALKING_DOWNSTAIRS" 24 "fBodyBodyGyroMag_mean" -0.374298686727273
"WALKING_UPSTAIRS" 24 "fBodyBodyGyroMag_mean" -0.564664994745763
"LAYING" 25 "fBodyBodyGyroMag_mean" -0.910126993561644
"SITTING" 25 "fBodyBodyGyroMag_mean" -0.979350913692308
"STANDING" 25 "fBodyBodyGyroMag_mean" -0.968972499594595
"WALKING" 25 "fBodyBodyGyroMag_mean" -0.562733252702703
"WALKING_DOWNSTAIRS" 25 "fBodyBodyGyroMag_mean" -0.485763582068966
"WALKING_UPSTAIRS" 25 "fBodyBodyGyroMag_mean" -0.567153469846154
"LAYING" 26 "fBodyBodyGyroMag_mean" -0.974305179605263
"SITTING" 26 "fBodyBodyGyroMag_mean" -0.97646387
"STANDING" 26 "fBodyBodyGyroMag_mean" -0.972333108648649
"WALKING" 26 "fBodyBodyGyroMag_mean" -0.551927613050847
"WALKING_DOWNSTAIRS" 26 "fBodyBodyGyroMag_mean" -0.3345099466
"WALKING_UPSTAIRS" 26 "fBodyBodyGyroMag_mean" -0.556084778181818
